Crash ID,$1000 Damage to Any One Person's Property,Agency,Case ID,City,Contributing Factors,County,Crash Date,Crash Severity,Fatal Crash Flag,Intersecting Street Number,Nearest Trauma Center,Nearest Trauma Center Distance,Region,Contributing Factor 1,Contributing Factor 2,Contributing Factor 3,Driver Zip Code,Lessee/Owner Zip Code,Vehicle Hit and Run Flag,VIN,Person Age,Person Gender,Person Injury Severity,Person Non-Suspected Serious Injury Count,Person Number,Physical Location of An Occupant
20741685,No,MINERAL WELLS POLICE DEPARTMENT,250000633,MINERAL WELLS,BACKED WITHOUT SAFETY,PALO PINTO,2025-04-07,N - NOT INJURED,0,NO DATA,211 - PALO PINTO GENERAL HOSPITAL,3.133,NE,3 - BACKED WITHOUT SAFETY,No Data,No Data,76067,76067,No,1FADP3F28GL336680,56,2 - FEMALE,N - NOT INJURED,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20741751,Yes,SAN ANTONIO POLICE DEPARTMENT,SAPD25068594,SAN ANTONIO,DROVE WITHOUT HEADLIGHTS;UNSAFE SPEED,BEXAR,2025-04-07,99 - UNKNOWN,0,NO DATA,187 - MISSION TRAIL BAPTIST HOSPITAL,5.468,40,21 - DROVE WITHOUT HEADLIGHTS,60 - UNSAFE SPEED,No Data,,78223,Yes,5XXGM4A74EG264768,No Data,99 - UNKNOWN,99 - UNKNOWN,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20741753,Yes,SAN ANTONIO POLICE DEPARTMENT,SAPD25068635,SAN ANTONIO,FAILED TO CONTROL SPEED; FAILED TO DRIVE IN SINGLE LANE; UNDER INFLUENCE - ALCOHOL,BEXAR,2025-04-07,N - NOT INJURED,0,NO DATA,12 - BAPTIST MEDICAL CENTER,1.818,40,23 - FAILED TO DRIVE IN SINGLE LANE,22 - FAILED TO CONTROL SPEED,No Data,78210,78154,No,2GCEC19T911285237,23,1 - MALE,N - NOT INJURED,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20741777,Yes,VENUS POLICE DEPARTMENT,2025086116,VENUS,FAILED TO CONTROL SPEED; FAULTY EVASIVE ACTION,ELLIS,2025-04-07,C - POSSIBLE INJURY,0,NO DATA,264 - TEXAS HEALTH HOSPITAL MANSFIELD,7.059,,22 - FAILED TO CONTROL SPEED,41 - FAULTY EVASIVE ACTION,No Data,76065,76065,No,4XARSY992R8075094,14,2 - FEMALE,C - POSSIBLE INJURY,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20741784,Yes,LITTLE ELM POLICE DEPARTMENT,25057081,FRISCO,FAILED TO DRIVE IN SINGLE LANE,DENTON,2025-04-07,C - POSSIBLE INJURY,0,NO DATA,"154 - MEDICAL CITY FRISCO, A MEDICAL CENTER OF PLANO FACILITY",4.191,,23 - FAILED TO DRIVE IN SINGLE LANE,No Data,No Data,76227,76227,No,1N4BL4EV6LC271875,42,2 - FEMALE,C - POSSIBLE INJURY,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20741795,Yes,SAN ANTONIO POLICE DEPARTMENT,SAPD25068648,SAN ANTONIO,FAILED TO CONTROL SPEED; FAILED TO DRIVE IN SINGLE LANE; UNDER INFLUENCE - ALCOHOL,BEXAR,2025-04-07,99 - UNKNOWN,0,NO DATA,12 - BAPTIST MEDICAL CENTER,1.272,40,23 - FAILED TO DRIVE IN SINGLE LANE,22 - FAILED TO CONTROL SPEED,No Data,,299026,Yes,WBAFR7C59DC828808,No Data,1 - MALE,99 - UNKNOWN,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20741827,No,TYLER POLICE DEPARTMENT,25-004982,TYLER,PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE,SMITH,2025-04-07,C - POSSIBLE INJURY,0,NO DATA,49 - CHRISTUS MOTHER FRANCES HOSPITAL - TYLER,2.045,,No Data,No Data,No Data,75762,75762,No,KNDJF723977349629,18,1 - MALE,N - NOT INJURED,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20741827,No,TYLER POLICE DEPARTMENT,25-004982,TYLER,PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE,SMITH,2025-04-07,C - POSSIBLE INJURY,0,NO DATA,49 - CHRISTUS MOTHER FRANCES HOSPITAL - TYLER,2.045,,No Data,No Data,No Data,75762,75762,No,KNDJF723977349629,21,2 - FEMALE,N - NOT INJURED,0,2,3 - FRONT RIGHT
20741827,No,TYLER POLICE DEPARTMENT,25-004982,TYLER,PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE,SMITH,2025-04-07,C - POSSIBLE INJURY,0,NO DATA,49 - CHRISTUS MOTHER FRANCES HOSPITAL - TYLER,2.045,,No Data,No Data,No Data,75762,75762,No,KNDJF723977349629,20,1 - MALE,N - NOT INJURED,0,3,5 - SECOND SEAT CENTER
20741827,No,TYLER POLICE DEPARTMENT,25-004982,TYLER,PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE,SMITH,2025-04-07,C - POSSIBLE INJURY,0,NO DATA,49 - CHRISTUS MOTHER FRANCES HOSPITAL - TYLER,2.045,,59 - PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE,No Data,No Data,No Data,No Data,No Data,No Data,28,2 - FEMALE,C - POSSIBLE INJURY,0,1,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE"
20741978,Yes,EL PASO POLICE DEPARTMENT,25-097015,EL PASO,FAILED TO CONTROL SPEED;OTHER (EXPLAIN IN NARRATIVE),EL PASO,2025-04-07,N - NOT INJURED,0,NO DATA,"142 - LAS PALMAS MEDICAL CENTER, A CAMPUS OF LPDS HEALTHCARE",0.567,,22 - FAILED TO CONTROL SPEED,No Data,No Data,79930,79930,No,5YFEPMAE0MP253723,20,2 - FEMALE,N - NOT INJURED,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20741978,Yes,EL PASO POLICE DEPARTMENT,25-097015,EL PASO,FAILED TO CONTROL SPEED;OTHER (EXPLAIN IN NARRATIVE),EL PASO,2025-04-07,N - NOT INJURED,0,NO DATA,"142 - LAS PALMAS MEDICAL CENTER, A CAMPUS OF LPDS HEALTHCARE",0.567,,22 - FAILED TO CONTROL SPEED,No Data,No Data,79930,79930,No,5YFEPMAE0MP253723,20,2 - FEMALE,N - NOT INJURED,0,2,3 - FRONT RIGHT
20741978,Yes,EL PASO POLICE DEPARTMENT,25-097015,EL PASO,FAILED TO CONTROL SPEED;OTHER (EXPLAIN IN NARRATIVE),EL PASO,2025-04-07,N - NOT INJURED,0,NO DATA,"142 - LAS PALMAS MEDICAL CENTER, A CAMPUS OF LPDS HEALTHCARE",0.567,,22 - FAILED TO CONTROL SPEED,No Data,No Data,79930,79930,No,5YFEPMAE0MP253723,27,1 - MALE,N - NOT INJURED,0,3,6 - SECOND SEAT RIGHT
20741985,Yes,DALLAS POLICE DEPARTMENT,48257-2025,DALLAS,FAILED TO DRIVE IN SINGLE LANE,DALLAS,2025-04-07,N - NOT INJURED,0,NO DATA,86 - DALLAS MEDICAL CENTER,4.463,,23 - FAILED TO DRIVE IN SINGLE LANE,No Data,No Data,75215,75215,No,1N4BL4DV5KC152814,49,2 - FEMALE,N - NOT INJURED,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742218,Yes,HUTTO POLICE DEPARTMENT,2025103307,HUTTO,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,WILLIAMSON,2025-04-07,N - NOT INJURED,0,NO DATA,24 - BAYLOR SCOTT & WHITE MEDICAL CENTER - TAYLOR,7.277,,35 - FAILED TO YIELD RIGHT OF WAY - STOP SIGN,No Data,No Data,78621,78758,No,2C3CDXHG7DH514302,32,1 - MALE,N - NOT INJURED,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742218,Yes,HUTTO POLICE DEPARTMENT,2025103307,HUTTO,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,WILLIAMSON,2025-04-07,N - NOT INJURED,0,NO DATA,24 - BAYLOR SCOTT & WHITE MEDICAL CENTER - TAYLOR,7.277,,No Data,No Data,No Data,76574,76574,No,1C6RR6LT4HS577630,45,1 - MALE,N - NOT INJURED,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742223,No,SHERMAN POLICE DEPARTMENT,250001412,SHERMAN,FOLLOWED TOO CLOSELY,GRAYSON,2025-04-07,N - NOT INJURED,0,NO DATA,303 - WILSON N. JONES REGIONAL MEDICAL CENTER,3.114,,44 - FOLLOWED TOO CLOSELY,No Data,No Data,75442,75442,No,1G11B5SL7FF347231,29,1 - MALE,N - NOT INJURED,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742223,No,SHERMAN POLICE DEPARTMENT,250001412,SHERMAN,FOLLOWED TOO CLOSELY,GRAYSON,2025-04-07,N - NOT INJURED,0,NO DATA,303 - WILSON N. JONES REGIONAL MEDICAL CENTER,3.114,,No Data,No Data,No Data,75090,75090,No,1HGCM56887A146700,44,2 - FEMALE,N - NOT INJURED,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742353,Yes,SOUTHLAKE POLICE DEPARTMENT,CFS25068594,SOUTHLAKE,CHANGED LANE WHEN UNSAFE,TARRANT,2025-04-07,N - NOT INJURED,0,NO DATA,17 - BAYLOR SCOTT & WHITE MEDICAL CENTER - GRAPEVINE,4.834,,4 - CHANGED LANE WHEN UNSAFE,No Data,No Data,76092,76092,No,SHHFK7H37LU214774,17,1 - MALE,N - NOT INJURED,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742353,Yes,SOUTHLAKE POLICE DEPARTMENT,CFS25068594,SOUTHLAKE,CHANGED LANE WHEN UNSAFE,TARRANT,2025-04-07,N - NOT INJURED,0,NO DATA,17 - BAYLOR SCOTT & WHITE MEDICAL CENTER - GRAPEVINE,4.834,,No Data,No Data,No Data,76092,76051,No,5UX43EU0759Z36582,51,2 - FEMALE,N - NOT INJURED,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742353,Yes,SOUTHLAKE POLICE DEPARTMENT,CFS25068594,SOUTHLAKE,CHANGED LANE WHEN UNSAFE,TARRANT,2025-04-07,N - NOT INJURED,0,NO DATA,17 - BAYLOR SCOTT & WHITE MEDICAL CENTER - GRAPEVINE,4.834,,No Data,No Data,No Data,76092,76051,No,5UX43EU0759Z36582,18,2 - FEMALE,N - NOT INJURED,0,2,3 - FRONT RIGHT
20742394,Yes,BASTROP COUNTY SHERIFF'S OFFICE,25030698,OUTSIDE CITY LIMITS,FAILED TO CONTROL SPEED,BASTROP,2025-04-07,N - NOT INJURED,0,NO DATA,87 - DELL CHILDRENS MEDICAL CENTER,15.541,AM,22 - FAILED TO CONTROL SPEED,No Data,No Data,78653,78653,No,1NKDXREX0YR861823,50,1 - MALE,N - NOT INJURED,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742394,Yes,BASTROP COUNTY SHERIFF'S OFFICE,25030698,OUTSIDE CITY LIMITS,FAILED TO CONTROL SPEED,BASTROP,2025-04-07,N - NOT INJURED,0,NO DATA,87 - DELL CHILDRENS MEDICAL CENTER,15.541,AM,No Data,No Data,No Data,78653,78653,No,3C6UR5GL1MG520477,25,1 - MALE,N - NOT INJURED,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742399,Yes,"DEPARTMENT OF PUBLIC SAFETY, STATE OF TEXAS",25-478687,OUTSIDE CITY LIMITS,FAILED TO CONTROL SPEED,WISE,2025-04-07,99 - UNKNOWN,0,NO DATA,299 - WISE HEALTH SYSTEM,14.52,1C,22 - FAILED TO CONTROL SPEED,No Data,No Data,,76234,No,1GTHC29U03Z231928,No Data,99 - UNKNOWN,99 - UNKNOWN,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742438,Yes,MONTGOMERY COUNTY SHERIFF'S OFFICE,25A102293,OUTSIDE CITY LIMITS,FAILED TO DRIVE IN SINGLE LANE,MONTGOMERY,2025-04-07,N - NOT INJURED,0,NO DATA,116 - HCA HOUSTON HEALTHCARE CONROE,12.914,,23 - FAILED TO DRIVE IN SINGLE LANE,No Data,No Data,77318,77318,No,3GNEC12Z75G147151,No Data,1 - MALE,N - NOT INJURED,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742438,Yes,MONTGOMERY COUNTY SHERIFF'S OFFICE,25A102293,OUTSIDE CITY LIMITS,FAILED TO DRIVE IN SINGLE LANE,MONTGOMERY,2025-04-07,N - NOT INJURED,0,NO DATA,116 - HCA HOUSTON HEALTHCARE CONROE,12.914,,No Data,No Data,No Data,75851,75791,No,1M2LR1GC6PM007283,No Data,1 - MALE,N - NOT INJURED,0,1,3 - FRONT RIGHT
20742482,Yes,SAN ANGELO POLICE DEPARTMENT,20250003791,SAN ANGELO,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,TOM GREEN,2025-04-07,N - NOT INJURED,0,NO DATA,230 - SHANNON MEDICAL CENTER,0.311,,35 - FAILED TO YIELD RIGHT OF WAY - STOP SIGN,No Data,No Data,76904,76904,No,1FTFW1CT4EFC15356,34,1 - MALE,N - NOT INJURED,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742482,Yes,SAN ANGELO POLICE DEPARTMENT,20250003791,SAN ANGELO,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,TOM GREEN,2025-04-07,N - NOT INJURED,0,NO DATA,230 - SHANNON MEDICAL CENTER,0.311,,No Data,No Data,No Data,76901,76901,No,5TFCZ5AN8HX117919,37,1 - MALE,N - NOT INJURED,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742504,Yes,LAREDO POLICE DEPARTMENT,2025-00055073,LAREDO,BACKED WITHOUT SAFETY,WEBB,2025-04-07,N - NOT INJURED,0,NO DATA,No Data,No Data,,3 - BACKED WITHOUT SAFETY,No Data,No Data,78045,78045,No,1FDWE3F67JDC36594,70,1 - MALE,N - NOT INJURED,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742505,No,LAREDO POLICE DEPARTMENT,2025-00055069,LAREDO,FAILED TO CONTROL SPEED,WEBB,2025-04-07,N - NOT INJURED,0,NO DATA,99 - DOCTORS HOSPITAL OF LAREDO,0.959,,22 - FAILED TO CONTROL SPEED,No Data,No Data,78045,78045,No,3FA6P0HD2GR156327,32,1 - MALE,N - NOT INJURED,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742505,No,LAREDO POLICE DEPARTMENT,2025-00055069,LAREDO,FAILED TO CONTROL SPEED,WEBB,2025-04-07,N - NOT INJURED,0,NO DATA,99 - DOCTORS HOSPITAL OF LAREDO,0.959,,No Data,No Data,No Data,78045,78045,No,1HGCV1F13JA190894,54,2 - FEMALE,N - NOT INJURED,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742506,Yes,LAREDO POLICE DEPARTMENT,2025-00055062,LAREDO,FAILED TO CONTROL SPEED,WEBB,2025-04-07,N - NOT INJURED,0,NO DATA,141 - LAREDO MEDICAL CENTER,2.754,2,22 - FAILED TO CONTROL SPEED,No Data,No Data,78043,78043,No,1N4BL4BV3KN323017,38,2 - FEMALE,N - NOT INJURED,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742506,Yes,LAREDO POLICE DEPARTMENT,2025-00055062,LAREDO,FAILED TO CONTROL SPEED,WEBB,2025-04-07,N - NOT INJURED,0,NO DATA,141 - LAREDO MEDICAL CENTER,2.754,2,No Data,No Data,No Data,78043,78043,No,N1CP5CV1PL5655659,61,1 - MALE,N - NOT INJURED,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742511,Yes,FERRIS POLICE DEPARTMENT,2500004852,RED OAK,IMPAIRED VISIBILITY (EXPLAIN IN NARRATIVE),ELLIS,2025-04-07,C - POSSIBLE INJURY,0,NO DATA,30 - BAYLOR SCOTT & WHITE MEDICAL CENTER AT WAXAHACHIE,10.781,,48 - IMPAIRED VISIBILITY (EXPLAIN IN NARRATIVE),No Data,No Data,75154,75132,No,1M1AW02Y5CM017914,56,1 - MALE,N - NOT INJURED,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742511,Yes,FERRIS POLICE DEPARTMENT,2500004852,RED OAK,IMPAIRED VISIBILITY (EXPLAIN IN NARRATIVE),ELLIS,2025-04-07,C - POSSIBLE INJURY,0,NO DATA,30 - BAYLOR SCOTT & WHITE MEDICAL CENTER AT WAXAHACHIE,10.781,,No Data,No Data,No Data,76014,75201,No,2NP3LJ0X1LM675167,46,2 - FEMALE,C - POSSIBLE INJURY,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742511,Yes,FERRIS POLICE DEPARTMENT,2500004852,RED OAK,IMPAIRED VISIBILITY (EXPLAIN IN NARRATIVE),ELLIS,2025-04-07,C - POSSIBLE INJURY,0,NO DATA,30 - BAYLOR SCOTT & WHITE MEDICAL CENTER AT WAXAHACHIE,10.781,,No Data,No Data,No Data,76014,75201,No,2NP3LJ0X1LM675167,52,1 - MALE,C - POSSIBLE INJURY,0,2,11 - OUTSIDE VEHICLE
20742523,Yes,DALLAS POLICE DEPARTMENT,48303-2025,DALLAS,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,DALLAS,2025-04-07,B - SUSPECTED MINOR INJURY,0,NO DATA,297 - WILLIAM P. CLEMENTS UNIVERSITY HOSPITAL,0.948,,37 - FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,No Data,No Data,75114,75114,No,5J6RE4H49BL057235,60,2 - FEMALE,B - SUSPECTED MINOR INJURY,1,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742523,Yes,DALLAS POLICE DEPARTMENT,48303-2025,DALLAS,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,DALLAS,2025-04-07,B - SUSPECTED MINOR INJURY,0,NO DATA,297 - WILLIAM P. CLEMENTS UNIVERSITY HOSPITAL,0.948,,No Data,No Data,No Data,75234,75234,No,2G1WB5E37E1175175,49,1 - MALE,B - SUSPECTED MINOR INJURY,1,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742535,Yes,MINERAL WELLS POLICE DEPARTMENT,250000634,MINERAL WELLS,DRIVER INATTENTION; FOLLOWED TOO CLOSELY,PALO PINTO,2025-04-07,N - NOT INJURED,0,NO DATA,211 - PALO PINTO GENERAL HOSPITAL,4.697,,44 - FOLLOWED TOO CLOSELY,20 - DRIVER INATTENTION,No Data,76088,79356-0000,No,5NPLM4AG8MH001846,21,2 - FEMALE,N - NOT INJURED,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742535,Yes,MINERAL WELLS POLICE DEPARTMENT,250000634,MINERAL WELLS,DRIVER INATTENTION; FOLLOWED TOO CLOSELY,PALO PINTO,2025-04-07,N - NOT INJURED,0,NO DATA,211 - PALO PINTO GENERAL HOSPITAL,4.697,,No Data,No Data,No Data,76067,,No,KMHWF35H05A184068,22,2 - FEMALE,N - NOT INJURED,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742535,Yes,MINERAL WELLS POLICE DEPARTMENT,250000634,MINERAL WELLS,DRIVER INATTENTION; FOLLOWED TOO CLOSELY,PALO PINTO,2025-04-07,N - NOT INJURED,0,NO DATA,211 - PALO PINTO GENERAL HOSPITAL,4.697,,No Data,No Data,No Data,76067,,No,KMHWF35H05A184068,2,1 - MALE,N - NOT INJURED,0,2,6 - SECOND SEAT RIGHT
20742581,Yes,QUINLAN POLICE DEPARTMENT,250407803C1,QUINLAN,CHANGED LANE WHEN UNSAFE,HUNT,2025-04-07,N - NOT INJURED,0,NO DATA,133 - HUNT REGIONAL HEALTHCARE,14.617,,4 - CHANGED LANE WHEN UNSAFE,No Data,No Data,75243,75243,No,1FTNS24W17DB38157,28,1 - MALE,N - NOT INJURED,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742581,Yes,QUINLAN POLICE DEPARTMENT,250407803C1,QUINLAN,CHANGED LANE WHEN UNSAFE,HUNT,2025-04-07,N - NOT INJURED,0,NO DATA,133 - HUNT REGIONAL HEALTHCARE,14.617,,4 - CHANGED LANE WHEN UNSAFE,No Data,No Data,75243,75243,No,1FTNS24W17DB38157,27,1 - MALE,N - NOT INJURED,0,2,3 - FRONT RIGHT
20742581,Yes,QUINLAN POLICE DEPARTMENT,250407803C1,QUINLAN,CHANGED LANE WHEN UNSAFE,HUNT,2025-04-07,N - NOT INJURED,0,NO DATA,133 - HUNT REGIONAL HEALTHCARE,14.617,,4 - CHANGED LANE WHEN UNSAFE,No Data,No Data,75243,75243,No,1FTNS24W17DB38157,28,1 - MALE,N - NOT INJURED,0,3,5 - SECOND SEAT CENTER
20742581,Yes,QUINLAN POLICE DEPARTMENT,250407803C1,QUINLAN,CHANGED LANE WHEN UNSAFE,HUNT,2025-04-07,N - NOT INJURED,0,NO DATA,133 - HUNT REGIONAL HEALTHCARE,14.617,,No Data,No Data,No Data,75169,75169,No,1FMCU0F71EUC59730,25,2 - FEMALE,N - NOT INJURED,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742581,Yes,QUINLAN POLICE DEPARTMENT,250407803C1,QUINLAN,CHANGED LANE WHEN UNSAFE,HUNT,2025-04-07,N - NOT INJURED,0,NO DATA,133 - HUNT REGIONAL HEALTHCARE,14.617,,No Data,No Data,No Data,75169,75169,No,1FMCU0F71EUC59730,26,1 - MALE,N - NOT INJURED,0,2,3 - FRONT RIGHT
20742581,Yes,QUINLAN POLICE DEPARTMENT,250407803C1,QUINLAN,CHANGED LANE WHEN UNSAFE,HUNT,2025-04-07,N - NOT INJURED,0,NO DATA,133 - HUNT REGIONAL HEALTHCARE,14.617,,No Data,No Data,No Data,75169,75169,No,1FMCU0F71EUC59730,7,1 - MALE,N - NOT INJURED,0,3,4 - SECOND SEAT LEFT OR MOTORCYCLE BACK PASSENGER
20742581,Yes,QUINLAN POLICE DEPARTMENT,250407803C1,QUINLAN,CHANGED LANE WHEN UNSAFE,HUNT,2025-04-07,N - NOT INJURED,0,NO DATA,133 - HUNT REGIONAL HEALTHCARE,14.617,,No Data,No Data,No Data,75169,75169,No,1FMCU0F71EUC59730,0,1 - MALE,N - NOT INJURED,0,4,5 - SECOND SEAT CENTER
20742627,Yes,FORT BEND COUNTY CONSTABLE PRECINCT 4,25-13792,OUTSIDE CITY LIMITS,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,FORT BEND,2025-04-07,B - SUSPECTED MINOR INJURY,0,NO DATA,121 - HCA HOUSTON HEALTHCARE WEST,5.533,,35 - FAILED TO YIELD RIGHT OF WAY - STOP SIGN,No Data,No Data,77083,77083,No,1C6RREJT9KN558591,53,2 - FEMALE,B - SUSPECTED MINOR INJURY,1,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742627,Yes,FORT BEND COUNTY CONSTABLE PRECINCT 4,25-13792,OUTSIDE CITY LIMITS,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,FORT BEND,2025-04-07,B - SUSPECTED MINOR INJURY,0,NO DATA,121 - HCA HOUSTON HEALTHCARE WEST,5.533,,No Data,No Data,No Data,77083,77083,No,1FMCU0D79CKC81843,53,2 - FEMALE,B - SUSPECTED MINOR INJURY,1,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742659,Yes,FORNEY POLICE DEPARTMENT,2025-06235,FORNEY,FAILED TO CONTROL SPEED,KAUFMAN,2025-04-07,C - POSSIBLE INJURY,0,NO DATA,85 - DALLAS REGIONAL MEDICAL CENTER,10.37,,22 - FAILED TO CONTROL SPEED,No Data,No Data,75149,75149,No,4T1G11AK6MU414525,19,2 - FEMALE,N - NOT INJURED,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742659,Yes,FORNEY POLICE DEPARTMENT,2025-06235,FORNEY,FAILED TO CONTROL SPEED,KAUFMAN,2025-04-07,C - POSSIBLE INJURY,0,NO DATA,85 - DALLAS REGIONAL MEDICAL CENTER,10.37,,22 - FAILED TO CONTROL SPEED,No Data,No Data,75149,75149,No,4T1G11AK6MU414525,19,2 - FEMALE,N - NOT INJURED,0,2,3 - FRONT RIGHT
20742659,Yes,FORNEY POLICE DEPARTMENT,2025-06235,FORNEY,FAILED TO CONTROL SPEED,KAUFMAN,2025-04-07,C - POSSIBLE INJURY,0,NO DATA,85 - DALLAS REGIONAL MEDICAL CENTER,10.37,,22 - FAILED TO CONTROL SPEED,No Data,No Data,75149,75149,No,4T1G11AK6MU414525,21,2 - FEMALE,C - POSSIBLE INJURY,0,3,6 - SECOND SEAT RIGHT
20742659,Yes,FORNEY POLICE DEPARTMENT,2025-06235,FORNEY,FAILED TO CONTROL SPEED,KAUFMAN,2025-04-07,C - POSSIBLE INJURY,0,NO DATA,85 - DALLAS REGIONAL MEDICAL CENTER,10.37,,No Data,No Data,No Data,75228,75228,No,5TDKDRAH1PS029956,39,1 - MALE,C - POSSIBLE INJURY,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742659,Yes,FORNEY POLICE DEPARTMENT,2025-06235,FORNEY,FAILED TO CONTROL SPEED,KAUFMAN,2025-04-07,C - POSSIBLE INJURY,0,NO DATA,85 - DALLAS REGIONAL MEDICAL CENTER,10.37,,No Data,No Data,No Data,75228,75228,No,5TDKDRAH1PS029956,38,2 - FEMALE,N - NOT INJURED,0,2,6 - SECOND SEAT RIGHT
20742659,Yes,FORNEY POLICE DEPARTMENT,2025-06235,FORNEY,FAILED TO CONTROL SPEED,KAUFMAN,2025-04-07,C - POSSIBLE INJURY,0,NO DATA,85 - DALLAS REGIONAL MEDICAL CENTER,10.37,,No Data,No Data,No Data,75228,75228,No,5TDKDRAH1PS029956,40,1 - MALE,N - NOT INJURED,0,3,4 - SECOND SEAT LEFT OR MOTORCYCLE BACK PASSENGER
20742659,Yes,FORNEY POLICE DEPARTMENT,2025-06235,FORNEY,FAILED TO CONTROL SPEED,KAUFMAN,2025-04-07,C - POSSIBLE INJURY,0,NO DATA,85 - DALLAS REGIONAL MEDICAL CENTER,10.37,,No Data,No Data,No Data,75228,75228,No,5TDKDRAH1PS029956,35,1 - MALE,N - NOT INJURED,0,4,9 - THIRD SEAT RIGHT
20742669,Yes,"DEPARTMENT OF PUBLIC SAFETY, STATE OF TEXAS",TX 2025-537209,OUTSIDE CITY LIMITS,FAILED TO PASS TO LEFT SAFELY; SPEEDING - (OVERLIMIT),MEDINA,2025-04-07,N - NOT INJURED,0,NO DATA,65 - CHRISTUS SANTA ROSA HOSPITAL - WESTOVER HILLS,11.371,6C,26 - FAILED TO PASS TO LEFT SAFELY,No Data,No Data,78066,78066,No,1HGCM56445L003709,18,2 - FEMALE,N - NOT INJURED,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742669,Yes,"DEPARTMENT OF PUBLIC SAFETY, STATE OF TEXAS",TX 2025-537209,OUTSIDE CITY LIMITS,FAILED TO PASS TO LEFT SAFELY; SPEEDING - (OVERLIMIT),MEDINA,2025-04-07,N - NOT INJURED,0,NO DATA,65 - CHRISTUS SANTA ROSA HOSPITAL - WESTOVER HILLS,11.371,6C,No Data,No Data,No Data,78056,78056,No,1B7KM26C9PS214185,16,1 - MALE,N - NOT INJURED,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
20742671,Yes,SAN ANTONIO POLICE DEPARTMENT,SAPD25068662,SAN ANTONIO,DRIVER INATTENTION,BEXAR,2025-04-07,N - NOT INJURED,0,NO DATA,182 - METROPOLITAN METHODIST HOSPITAL,1.508,20,20 - DRIVER INATTENTION,No Data,No Data,78207,78216,No,1GCWGBFF5G1338303,46,1 - MALE,N - NOT INJURED,0,1,1 - FRONT LEFT OR MOTORCYCLE DRIVER
