"All crash data available using this tool represents reportable data collected from Texas Peace Officer's Crash Reports (CR-3) received and processed by the Texas Department of Transportation (Department) as of 04/08/2025. The Department makes no warranty, representation or guaranty as to the content, accuracy, timeliness or completeness of any of the information provided as a result of your query. Any opinions and conclusions resulting from analysis performed on the crash data must be represented as your own and not those of the State of Texas or the Department. "

"Query Result Counts:"
"Your query returned a total of 311 Crashes containing 605 Units and 737 Persons"

"Filters Applied to current Query:"
"Crash Date Is Between  2025-04-04 00:00 and 2025-04-07 23:59"
""


"Crash ID","$1000 Damage to Any One Person's Property","Agency","Case ID","City","Contributing Factors","County","Crash Date","Crash Severity","Fatal Crash Flag","Intersecting Street Number","Nearest Trauma Center","Nearest Trauma Center Distance","Region","Contributing Factor 1","Contributing Factor 2","Contributing Factor 3","Driver Zip Code","Lessee/Owner Zip Code","Vehicle Hit and Run Flag","VIN","Person Age","Person Gender","Person Injury Severity","Person Non-Suspected Serious Injury Count","Person Number","Physical Location of An Occupant"
"20738108","Yes","MANOR POLICE DEPARTMENT","250940157","MANOR","FAILED TO CONTROL SPEED","TRAVIS","2025-04-04","N - NOT INJURED","0","NO DATA","87 - DELL CHILDRENS MEDICAL CENTER","10.501","","22 - FAILED TO CONTROL SPEED","No Data","No Data","78681","78653","No","4DRBUC8N8GB736368","13","99 - UNKNOWN","N - NOT INJURED","0","19","14 - PASSENGER IN BUS"
"20738108","Yes","MANOR POLICE DEPARTMENT","250940157","MANOR","FAILED TO CONTROL SPEED","TRAVIS","2025-04-04","N - NOT INJURED","0","NO DATA","87 - DELL CHILDRENS MEDICAL CENTER","10.501","","22 - FAILED TO CONTROL SPEED","No Data","No Data","78681","78653","No","4DRBUC8N8GB736368","14","99 - UNKNOWN","N - NOT INJURED","0","20","14 - PASSENGER IN BUS"
"20738108","Yes","MANOR POLICE DEPARTMENT","250940157","MANOR","FAILED TO CONTROL SPEED","TRAVIS","2025-04-04","N - NOT INJURED","0","NO DATA","87 - DELL CHILDRENS MEDICAL CENTER","10.501","","22 - FAILED TO CONTROL SPEED","No Data","No Data","78681","78653","No","4DRBUC8N8GB736368","14","99 - UNKNOWN","N - NOT INJURED","0","21","14 - PASSENGER IN BUS"
"20738108","Yes","MANOR POLICE DEPARTMENT","250940157","MANOR","FAILED TO CONTROL SPEED","TRAVIS","2025-04-04","N - NOT INJURED","0","NO DATA","87 - DELL CHILDRENS MEDICAL CENTER","10.501","","22 - FAILED TO CONTROL SPEED","No Data","No Data","78681","78653","No","4DRBUC8N8GB736368","13","99 - UNKNOWN","N - NOT INJURED","0","22","14 - PASSENGER IN BUS"
"20738108","Yes","MANOR POLICE DEPARTMENT","250940157","MANOR","FAILED TO CONTROL SPEED","TRAVIS","2025-04-04","N - NOT INJURED","0","NO DATA","87 - DELL CHILDRENS MEDICAL CENTER","10.501","","22 - FAILED TO CONTROL SPEED","No Data","No Data","78681","78653","No","4DRBUC8N8GB736368","12","99 - UNKNOWN","N - NOT INJURED","0","23","14 - PASSENGER IN BUS"
"20738108","Yes","MANOR POLICE DEPARTMENT","250940157","MANOR","FAILED TO CONTROL SPEED","TRAVIS","2025-04-04","N - NOT INJURED","0","NO DATA","87 - DELL CHILDRENS MEDICAL CENTER","10.501","","22 - FAILED TO CONTROL SPEED","No Data","No Data","78681","78653","No","4DRBUC8N8GB736368","12","99 - UNKNOWN","N - NOT INJURED","0","24","14 - PASSENGER IN BUS"
"20738108","Yes","MANOR POLICE DEPARTMENT","250940157","MANOR","FAILED TO CONTROL SPEED","TRAVIS","2025-04-04","N - NOT INJURED","0","NO DATA","87 - DELL CHILDRENS MEDICAL CENTER","10.501","","22 - FAILED TO CONTROL SPEED","No Data","No Data","78681","78653","No","4DRBUC8N8GB736368","17","99 - UNKNOWN","N - NOT INJURED","0","25","14 - PASSENGER IN BUS"
"20738108","Yes","MANOR POLICE DEPARTMENT","250940157","MANOR","FAILED TO CONTROL SPEED","TRAVIS","2025-04-04","N - NOT INJURED","0","NO DATA","87 - DELL CHILDRENS MEDICAL CENTER","10.501","","22 - FAILED TO CONTROL SPEED","No Data","No Data","78681","78653","No","4DRBUC8N8GB736368","12","99 - UNKNOWN","N - NOT INJURED","0","26","14 - PASSENGER IN BUS"
"20738108","Yes","MANOR POLICE DEPARTMENT","250940157","MANOR","FAILED TO CONTROL SPEED","TRAVIS","2025-04-04","N - NOT INJURED","0","NO DATA","87 - DELL CHILDRENS MEDICAL CENTER","10.501","","22 - FAILED TO CONTROL SPEED","No Data","No Data","78681","78653","No","4DRBUC8N8GB736368","13","99 - UNKNOWN","N - NOT INJURED","0","27","14 - PASSENGER IN BUS"
"20738108","Yes","MANOR POLICE DEPARTMENT","250940157","MANOR","FAILED TO CONTROL SPEED","TRAVIS","2025-04-04","N - NOT INJURED","0","NO DATA","87 - DELL CHILDRENS MEDICAL CENTER","10.501","","22 - FAILED TO CONTROL SPEED","No Data","No Data","78681","78653","No","4DRBUC8N8GB736368","16","99 - UNKNOWN","N - NOT INJURED","0","28","14 - PASSENGER IN BUS"
"20738108","Yes","MANOR POLICE DEPARTMENT","250940157","MANOR","FAILED TO CONTROL SPEED","TRAVIS","2025-04-04","N - NOT INJURED","0","NO DATA","87 - DELL CHILDRENS MEDICAL CENTER","10.501","","22 - FAILED TO CONTROL SPEED","No Data","No Data","78681","78653","No","4DRBUC8N8GB736368","17","99 - UNKNOWN","N - NOT INJURED","0","29","14 - PASSENGER IN BUS"
"20738108","Yes","MANOR POLICE DEPARTMENT","250940157","MANOR","FAILED TO CONTROL SPEED","TRAVIS","2025-04-04","N - NOT INJURED","0","NO DATA","87 - DELL CHILDRENS MEDICAL CENTER","10.501","","22 - FAILED TO CONTROL SPEED","No Data","No Data","78681","78653","No","4DRBUC8N8GB736368","12","99 - UNKNOWN","N - NOT INJURED","0","30","14 - PASSENGER IN BUS"
"20738108","Yes","MANOR POLICE DEPARTMENT","250940157","MANOR","FAILED TO CONTROL SPEED","TRAVIS","2025-04-04","N - NOT INJURED","0","NO DATA","87 - DELL CHILDRENS MEDICAL CENTER","10.501","","22 - FAILED TO CONTROL SPEED","No Data","No Data","78681","78653","No","4DRBUC8N8GB736368","14","99 - UNKNOWN","N - NOT INJURED","0","31","14 - PASSENGER IN BUS"
"20738108","Yes","MANOR POLICE DEPARTMENT","250940157","MANOR","FAILED TO CONTROL SPEED","TRAVIS","2025-04-04","N - NOT INJURED","0","NO DATA","87 - DELL CHILDRENS MEDICAL CENTER","10.501","","22 - FAILED TO CONTROL SPEED","No Data","No Data","78681","78653","No","4DRBUC8N8GB736368","14","99 - UNKNOWN","N - NOT INJURED","0","32","14 - PASSENGER IN BUS"
"20738108","Yes","MANOR POLICE DEPARTMENT","250940157","MANOR","FAILED TO CONTROL SPEED","TRAVIS","2025-04-04","N - NOT INJURED","0","NO DATA","87 - DELL CHILDRENS MEDICAL CENTER","10.501","","22 - FAILED TO CONTROL SPEED","No Data","No Data","78681","78653","No","4DRBUC8N8GB736368","16","99 - UNKNOWN","N - NOT INJURED","0","33","14 - PASSENGER IN BUS"
"20738108","Yes","MANOR POLICE DEPARTMENT","250940157","MANOR","FAILED TO CONTROL SPEED","TRAVIS","2025-04-04","N - NOT INJURED","0","NO DATA","87 - DELL CHILDRENS MEDICAL CENTER","10.501","","No Data","No Data","No Data","78653","78653","No","2T3J1RFV8MW178605","30","2 - FEMALE","N - NOT INJURED","0","1","1 - FRONT LEFT OR MOTORCYCLE DRIVER"
"20738108","Yes","MANOR POLICE DEPARTMENT","250940157","MANOR","FAILED TO CONTROL SPEED","TRAVIS","2025-04-04","N - NOT INJURED","0","NO DATA","87 - DELL CHILDRENS MEDICAL CENTER","10.501","","No Data","No Data","No Data","78653","78653","No","2T3J1RFV8MW178605","15","1 - MALE","N - NOT INJURED","0","2","4 - SECOND SEAT LEFT OR MOTORCYCLE BACK PASSENGER"
"20738119","Yes","SAN ANTONIO POLICE DEPARTMENT","SAPD25066435","SAN ANTONIO","FAILED TO YIELD RIGHT OF WAY - STOP SIGN","BEXAR","2025-04-04","B - SUSPECTED MINOR INJURY","0","NO DATA","12 - BAPTIST MEDICAL CENTER","0.206","08","35 - FAILED TO YIELD RIGHT OF WAY - STOP SIGN","No Data","No Data","78201","78201","No","1GNFC13068R140278","43","1 - MALE","N - NOT INJURED","0","1","1 - FRONT LEFT OR MOTORCYCLE DRIVER"
